"subject","total_ALL_1000GP","positive_count","negative_count","positive_effect","negative_effect","effect_sum"
"PUR",3864,2075,1789,103.0612316,-81.35304288,21.70818872
"PUR",3831,2178,1653,106.7807635,-76.62020818,30.16055532
"PUR",3782,1943,1839,94.5528851,-85.07972224,9.47316286
"PUR",3814,2061,1753,95.8137767,-86.60634744,9.20742926
"PUR",3824,2037,1787,106.8349216,-79.56245908,27.27246252
"CLM",3897,1895,2002,91.1266583,-98.36671788,-7.24005958
"CLM",3885,1932,1953,94.1729577,-93.07982824,1.09312946
"CLM",3920,2077,1843,102.67606,-87.36494284,15.31111716
"CLM",3819,1955,1864,90.1306322,-94.52887684,-4.39824464
"CLM",3872,1561,2311,73.7210875,-114.12349794,-40.40241044
"CLM",3848,1902,1946,92.0503719,-91.05460054,0.99577136
